timestamp,raw,corrected,smoothed
0.0,0.0,-1.0617546432062561,0.017717497556207207
0.0,3.8856304985337244,2.8238758553274685,0.0954301075268817
0.007,0.0,-1.0617546432062561,-0.004569892473118302
0.02,0.0,-1.0617546432062561,-0.004569892473118302
0.032,1.3343108504398826,0.2725562072336265,0.02211632453567935
0.054,0.0,-1.0617546432062561,0.0025659824046920577
0.054,1.7937438905180842,0.7319892473118281,0.038440860215053746
0.061,0.5865102639296188,-0.4752443792766373,-0.02891006842619748
0.069,0.0,-1.0617546432062561,-0.02891006842619748
0.081,5.0,3.938245356793744,0.07108993157380253
0.102,0.0,-1.0617546432062561,0.04430596285434994
0.102,0.3519061583577713,-0.7098484848484848,0.051344086021505364
0.114,0.9775171065493646,-0.08423753665689149,0.032575757575757563
0.122,0.0,-1.0617546432062561,0.02250733137829911
0.134,4.765395894428153,3.703641251221897,0.11781524926686217
0.154,0.0,-1.0617546432062561,0.02299608993157379
0.155,0.0,-1.0617546432062561,0.02299608993157379
0.163,1.0312805474095796,-0.03047409579667648,0.033064516129032245
0.171,0.0,-1.0617546432062561,0.014589442815249255
0.184,2.4242424242424243,1.3624877810361682,0.06307429130009774
0.204,0.44477028347996095,-0.6169843597262952,-0.02803030303030304
0.204,0.0,-1.0617546432062561,-0.02803030303030304
0.216,4.18377321603128,3.1220185728250245,0.05564516129032257
0.224,0.0,-1.0617546432062561,0.035997067448680344
0.237,0.7673509286412512,-0.2944037145650049,0.05134408602150537
0.257,0.8699902248289346,-0.1917644183773215,0.020943304007820133
0.257,0.0,-1.0617546432062561,0.01331867057673509
0.266,5.0,3.938245356793744,0.1133186705767351
0.274,0.0,-1.0617546432062561,0.033944281524926685
0.286,0.0,-1.0617546432062561,0.033944281524926685
0.306,1.104594330400782,0.0428396871945258,0.039907135874877805
0.306,0.0,-1.0617546432062561,0.023289345063538608
0.319,3.12316715542522,2.061412512218964,0.085752688172043
0.327,0.02932551319648094,-1.0324291300097752,-0.013660801564027386
0.335,0.0,-1.0617546432062561,-0.013660801564027386
0.355,2.673509286412512,1.611754643206256,0.039809384164222854
0.356,0.0,-1.0617546432062561,0.018304007820136838
0.368,1.2854349951124144,0.22368035190615831,0.04401270772238512
0.38,0.7673509286412512,-0.2944037145650049,-0.0008553274682307111
0.388,0.0,-1.0617546432062561,-0.0011485826001955202
0.409,5.0,3.938245356793744,0.09885141739980448
0.409,0.0,-1.0617546432062561,0.045283479960899306
0.417,0.0,-1.0617546432062561,0.045283479960899306
0.429,1.0654936461388074,0.0037390029325512497,0.0428396871945259
